"Date","Time","Open","High","Low","Close","Vol","OI"
08/16/2023,23:00,442.46,444.18,439.53,439.64,80107219,0
08/17/2023,23:00,441.16,441.43,435.75,436.29,95711427,0
08/18/2023,23:00,433.37,437.57,433.01,436.50,98853129,0
08/21/2023,23:00,437.55,440.11,435.32,439.34,68719615,0
08/22/2023,23:00,441.18,441.18,437.57,438.15,65063565,0
08/23/2023,23:00,439.25,443.67,439.10,443.03,68441131,0
08/24/2023,23:00,444.69,445.22,436.86,436.89,88517282,0
08/25/2023,23:00,438.68,441.30,435.00,439.97,102325625,0
08/28/2023,23:00,442.24,443.40,439.97,442.76,61595415,0
08/29/2023,23:00,442.65,449.45,442.46,449.16,83081972,0
08/30/2023,23:00,449.51,451.67,448.78,451.01,69055173,0
08/31/2023,23:00,451.65,452.83,450.16,450.35,66086053,0
09/01/2023,23:00,453.17,453.67,449.68,451.19,58944260,0
09/05/2023,23:00,450.73,451.06,449.17,449.24,55167340,0
09/06/2023,23:00,448.40,448.51,443.81,446.22,70758572,0
09/07/2023,23:00,443.11,445.55,442.75,444.85,70358366,0
09/08/2023,23:00,444.90,447.11,444.53,445.52,62069728,0
09/11/2023,23:00,448.24,448.77,446.47,448.45,60181014,0
09/12/2023,23:00,446.95,448.53,445.39,445.99,67566323,0
09/13/2023,23:00,446.22,447.71,445.08,446.51,60199783,0
09/14/2023,23:00,449.07,451.08,447.72,450.36,83431571,0
09/15/2023,23:00,447.14,447.48,442.92,443.37,111849552,0
09/18/2023,23:00,443.05,444.97,442.56,443.63,55752466,0
09/19/2023,23:00,442.68,443.29,439.94,442.71,66514860,0
09/20/2023,23:00,444.01,444.44,438.43,438.64,82563825,0
09/21/2023,23:00,435.70,435.97,431.23,431.39,104097138,0
09/22/2023,23:00,432.45,434.10,429.99,430.42,100829772,0
09/25/2023,23:00,429.17,432.27,428.72,432.23,70875506,0
09/26/2023,23:00,429.09,429.82,425.02,425.88,96170996,0
09/27/2023,23:00,427.09,427.67,422.29,426.05,104707500,0
09/28/2023,23:00,425.48,430.25,424.87,428.52,92258531,0
09/29/2023,23:00,431.67,431.85,425.91,427.48,115112018,0
10/02/2023,23:00,426.62,428.60,424.46,427.31,83798710,0
10/03/2023,23:00,425.06,427.37,420.18,421.59,103760861,0
10/04/2023,23:00,422.07,425.43,420.56,424.66,87456174,0
10/05/2023,23:00,424.36,425.37,421.17,424.50,70143146,0
10/06/2023,23:00,421.97,431.13,420.60,429.54,113274292,0
10/09/2023,23:00,427.58,432.88,427.01,432.29,80374383,0
10/10/2023,23:00,432.94,437.22,432.53,434.54,78607904,0
10/11/2023,23:00,435.64,436.58,433.18,436.32,62452157,0
10/12/2023,23:00,436.95,437.34,431.23,433.66,81154248,0
10/13/2023,23:00,435.21,436.45,429.88,431.50,95201134,0
10/16/2023,23:00,433.82,437.14,433.57,436.04,75433199,0
10/17/2023,23:00,432.81,438.14,432.45,436.02,75324732,0
10/18/2023,23:00,434.19,435.18,429.09,430.21,93563853,0
10/19/2023,23:00,430.95,432.82,425.73,426.43,121323959,0
10/20/2023,23:00,425.98,426.54,421.08,421.19,123919900,0
10/23/2023,23:00,419.61,424.45,417.80,420.46,92035415,0
10/24/2023,23:00,422.65,424.82,420.74,423.63,78564551,0
10/25/2023,23:00,421.89,421.92,417.02,417.55,94227533,0
10/26/2023,23:00,416.45,417.33,411.60,412.55,115157142,0
10/27/2023,23:00,414.19,414.60,409.21,410.68,107368271,0
10/30/2023,23:00,413.56,416.68,412.22,415.59,86568775,0
10/31/2023,23:00,416.18,418.53,414.21,418.20,79665172,0
11/01/2023,23:00,419.20,423.50,418.65,422.66,98068196,0
11/02/2023,23:00,426.58,430.92,426.56,430.76,94940712,0
11/03/2023,23:00,433.14,436.29,433.01,434.69,100168022,0
11/06/2023,23:00,435.47,436.15,433.68,435.69,67831814,0
11/07/2023,23:00,435.69,437.59,434.51,436.93,64256128,0
11/08/2023,23:00,437.55,438.09,434.87,437.25,61746154,0
11/09/2023,23:00,438.43,438.47,433.40,433.84,83174428,0
11/10/2023,23:00,435.98,440.93,433.83,440.61,89558494,0
11/13/2023,23:00,439.23,441.33,438.42,440.19,52236316,0
11/14/2023,23:00,446.32,450.06,446.09,448.73,97177980,0
11/15/2023,23:00,450.11,451.38,448.80,449.68,77328473,0
11/16/2023,23:00,449.22,450.56,448.12,450.23,66666779,0
11/17/2023,23:00,450.24,451.42,449.29,450.79,83193961,0
11/20/2023,23:00,450.53,455.13,450.52,454.26,70056050,0
11/21/2023,23:00,453.18,454.13,451.96,453.27,49244885,0
11/22/2023,23:00,454.98,456.38,453.89,455.02,59447113,0
11/24/2023,23:00,455.07,455.50,454.73,455.30,29738094,0
11/27/2023,23:00,454.65,455.49,454.08,454.48,50506665,0
11/28/2023,23:00,454.08,456.27,453.50,454.93,62115124,0
11/29/2023,23:00,457.15,458.32,454.20,454.61,63146095,0
11/30/2023,23:00,455.48,456.76,453.34,456.40,79753448,0
12/01/2023,23:00,455.77,459.65,455.16,459.10,89191985,0
12/04/2023,23:00,455.60,456.94,454.34,456.69,72431000,0
12/05/2023,23:00,455.26,457.59,454.87,456.60,69793495,0
12/06/2023,23:00,458.81,458.84,454.31,454.76,69125908,0
12/07/2023,23:00,456.91,458.90,456.29,458.23,67005550,0
12/08/2023,23:00,457.46,460.75,457.21,460.20,83195199,0
12/11/2023,23:00,459.69,462.17,459.47,461.99,65002707,0
12/12/2023,23:00,461.63,464.20,460.60,464.10,68327733,0
12/13/2023,23:00,464.49,470.76,464.12,470.50,93278951,0
12/14/2023,23:00,472.50,473.73,469.25,472.01,119027559,0
12/15/2023,23:00,469.49,470.70,468.44,469.33,141554000,0
12/18/2023,23:00,470.98,472.98,469.89,471.97,70375792,0
12/19/2023,23:00,472.53,474.92,472.45,474.84,55762040,0
12/20/2023,23:00,473.96,475.90,467.82,468.26,102924835,0
12/21/2023,23:00,471.33,472.98,468.84,472.70,86667547,0
12/22/2023,23:00,473.86,475.38,471.70,473.65,67160419,0
12/26/2023,23:00,474.07,476.58,473.99,475.65,55386972,0
12/27/2023,23:00,475.44,476.66,474.89,476.51,68006610,0
12/28/2023,23:00,476.88,477.55,476.26,476.69,77158761,0
12/29/2023,23:00,476.49,477.03,473.30,475.31,122289510,0
01/02/2024,23:00,472.16,473.67,470.49,472.65,123007832,0
01/03/2024,23:00,470.43,471.19,468.17,468.79,103585877,0
01/04/2024,23:00,468.30,470.96,467.05,467.28,84232642,0
01/05/2024,23:00,467.49,470.44,466.43,467.92,86119533,0
01/08/2024,23:00,468.43,474.75,468.30,474.60,74880048,0
01/09/2024,23:00,471.87,474.93,471.35,473.88,65931441,0
01/10/2024,23:00,474.16,477.45,473.87,476.56,67314651,0
01/11/2024,23:00,477.59,478.12,472.26,476.35,77941758,0
01/12/2024,23:00,477.84,478.60,475.23,476.68,58026865,0
01/16/2024,23:00,475.26,476.61,473.06,474.93,85015390,0
01/17/2024,23:00,471.82,472.79,469.87,472.29,68843924,0
01/18/2024,23:00,474.01,477.06,472.42,476.49,91860488,0
01/19/2024,23:00,477.65,482.72,476.54,482.43,110839923,0
01/22/2024,23:00,484.01,485.22,482.78,483.45,75845045,0
01/23/2024,23:00,484.01,485.11,482.89,484.86,49946424,0
01/24/2024,23:00,487.81,488.77,484.88,485.39,81765088,0
01/25/2024,23:00,487.58,488.31,485.39,488.03,72525116,0
01/26/2024,23:00,487.59,489.12,486.54,487.41,76643326,0
01/29/2024,23:00,487.73,491.42,487.17,491.27,61322916,0
01/30/2024,23:00,490.56,491.62,490.11,490.89,58618504,0
01/31/2024,23:00,488.62,489.08,482.86,482.88,126012052,0
02/01/2024,23:00,484.63,489.23,483.80,489.20,91892046,0
02/02/2024,23:00,489.65,496.05,489.30,494.35,99228437,0
02/05/2024,23:00,493.70,494.38,490.23,492.55,75757911,0
02/06/2024,23:00,493.52,494.32,492.05,493.98,55918808,0
02/07/2024,23:00,496.29,498.53,495.36,498.10,70556730,0
02/08/2024,23:00,498.10,498.71,497.26,498.32,52343788,0
02/09/2024,23:00,498.84,501.65,498.49,501.20,63979437,0
02/12/2024,23:00,501.17,503.50,500.24,500.98,56502506,0
02/13/2024,23:00,494.53,495.85,490.72,494.08,113099000,0
02/14/2024,23:00,496.79,499.07,494.40,498.57,68388764,0
02/15/2024,23:00,499.29,502.20,498.80,502.01,61683156,0
02/16/2024,23:00,501.70,502.87,498.75,499.51,75535138,0
02/20/2024,23:00,497.72,498.41,494.45,496.76,71736857,0
02/21/2024,23:00,495.42,497.37,493.56,497.21,59604468,0
02/22/2024,23:00,504.01,508.49,503.02,507.50,76402642,0
02/23/2024,23:00,509.27,510.13,507.10,507.85,61322833,0
02/26/2024,23:00,508.30,508.75,505.86,505.99,50386806,0
02/27/2024,23:00,506.70,507.16,504.75,506.93,48855063,0
02/28/2024,23:00,505.33,506.86,504.96,506.26,56507648,0
02/29/2024,23:00,508.07,509.74,505.35,508.08,83924946,0
03/01/2024,23:00,508.98,513.29,508.56,512.85,76844878,0
03/04/2024,23:00,512.03,514.20,512.00,512.30,49799502,0
03/05/2024,23:00,510.24,510.70,504.91,507.18,72855975,0
03/06/2024,23:00,510.55,512.07,508.42,509.75,68382378,0
03/07/2024,23:00,513.14,515.89,509.81,514.81,58652294,0
03/08/2024,23:00,515.46,518.22,511.13,511.72,86533898,0
03/11/2024,23:00,510.48,511.88,508.50,511.28,62558018,0
03/12/2024,23:00,513.45,517.38,510.86,516.78,73114492,0
03/13/2024,23:00,517.11,517.29,514.49,515.97,55104436,0
03/14/2024,23:00,516.97,517.13,511.82,514.95,110196172,0
03/15/2024,23:00,510.21,511.70,508.12,509.83,107646418,0
03/18/2024,23:00,514.00,515.48,512.44,512.86,88893352,0
03/19/2024,23:00,512.15,516.00,511.12,515.71,60755448,0
03/20/2024,23:00,515.77,520.62,515.08,520.48,69597534,0
03/21/2024,23:00,523.39,524.11,521.91,522.20,60257114,0
03/22/2024,23:00,522.11,522.61,520.97,521.21,79070883,0
03/25/2024,23:00,519.80,520.95,519.61,519.77,48512418,0
03/26/2024,23:00,521.23,521.58,518.40,518.81,65463884,0
03/27/2024,23:00,521.71,523.21,519.49,523.17,82999805,0
03/28/2024,23:00,523.21,524.61,522.78,523.07,96296621,0
04/01/2024,23:00,523.83,524.38,520.97,522.16,62477610,0
04/02/2024,23:00,518.24,518.98,516.48,518.84,74230616,0
04/03/2024,23:00,517.72,520.95,517.67,519.41,59156782,0
04/04/2024,23:00,523.52,523.87,512.76,513.07,96859849,0
04/05/2024,23:00,514.46,520.44,514.01,518.43,74546621,0
04/08/2024,23:00,519.15,520.18,517.89,518.72,48402995,0
04/09/2024,23:00,520.50,520.75,514.35,519.32,68124442,0
04/10/2024,23:00,513.48,516.16,512.09,514.12,82654820,0
04/11/2024,23:00,515.68,519.48,512.08,518.00,70099021,0
04/12/2024,23:00,514.37,515.82,509.08,510.85,92563158,0
04/15/2024,23:00,515.13,515.30,503.58,504.45,92102000,0
04/16/2024,23:00,504.94,506.50,502.21,503.53,73484044,0
04/17/2024,23:00,506.05,506.22,499.12,500.55,75910388,0
04/18/2024,23:00,501.98,504.13,498.56,499.52,74554916,0
04/19/2024,23:00,499.44,500.46,493.86,495.16,102212704,0
04/22/2024,23:00,497.83,502.38,495.43,499.72,67961308,0
04/23/2024,23:00,501.78,506.09,499.53,505.65,64633700,0
04/24/2024,23:00,506.56,507.37,503.13,505.41,55930333,0
04/25/2024,23:00,499.18,504.27,497.49,503.49,69123101,0
04/26/2024,23:00,506.35,509.88,505.70,508.26,64307256,0
04/29/2024,23:00,510.09,510.75,507.25,510.06,46415505,0
04/30/2024,23:00,508.56,509.56,501.98,501.98,77485041,0
05/01/2024,23:00,501.38,508.19,499.87,500.35,80242977,0
05/02/2024,23:00,504.15,505.89,499.55,505.03,62550794,0
05/03/2024,23:00,511.16,512.55,508.56,511.29,72757109,0
05/06/2024,23:00,513.75,516.61,513.30,516.57,47264747,0
05/07/2024,23:00,517.56,518.57,516.45,517.14,52561418,0
05/08/2024,23:00,515.26,517.74,515.14,517.19,42047219,0
05/09/2024,23:00,517.38,520.21,516.71,520.17,43643993,0
05/10/2024,23:00,521.81,522.64,519.59,520.84,52235398,0
05/13/2024,23:00,522.56,522.67,519.74,520.91,36716421,0
05/14/2024,23:00,521.11,523.83,520.56,523.30,57536395,0
05/15/2024,23:00,525.83,530.08,525.18,529.78,59505247,0
05/16/2024,23:00,529.88,531.52,528.54,528.69,50245880,0
05/17/2024,23:00,528.81,529.52,527.32,529.45,59187845,0
05/20/2024,23:00,529.57,531.56,529.17,530.06,37765781,0
05/21/2024,23:00,529.28,531.52,529.07,531.36,33437358,0
05/22/2024,23:00,530.65,531.38,527.60,529.83,48391246,0
05/23/2024,23:00,532.96,533.07,524.72,525.96,57211210,0
05/24/2024,23:00,527.85,530.27,526.88,529.44,41301441,0
05/28/2024,23:00,530.27,530.51,527.11,529.81,36299306,0
05/29/2024,23:00,525.68,527.31,525.37,526.10,45190545,0
05/30/2024,23:00,524.52,525.20,521.33,522.61,46468798,0
05/31/2024,23:00,523.59,527.50,518.36,527.37,90788723,0
06/03/2024,23:00,529.02,529.31,522.60,527.80,46835898,0
06/04/2024,23:00,526.46,529.15,524.96,528.39,34633270,0
06/05/2024,23:00,530.77,534.69,528.73,534.67,47610368,0
06/06/2024,23:00,534.98,535.42,532.68,534.66,30809211,0
06/07/2024,23:00,533.66,536.89,532.54,534.01,43224771,0
06/10/2024,23:00,533.18,535.99,532.57,535.66,35729481,0
06/11/2024,23:00,534.07,537.40,532.05,536.95,36383500,0
06/12/2024,23:00,541.63,544.12,540.30,541.36,63251464,0
06/13/2024,23:00,543.15,543.33,539.59,542.45,44761037,0
06/14/2024,23:00,540.88,542.81,539.85,542.78,40090639,0
06/17/2024,23:00,542.08,548.53,541.61,547.10,55839490,0
06/18/2024,23:00,547.16,548.62,546.73,548.49,41377600,0
06/20/2024,23:00,549.44,550.12,545.18,547.00,70330955,0
06/21/2024,23:00,544.40,545.65,543.02,544.51,64516808,0
06/24/2024,23:00,544.33,546.95,542.62,542.74,45528713,0
06/25/2024,23:00,543.99,545.20,542.44,544.83,38287808,0
06/26/2024,23:00,543.69,546.24,543.03,545.51,38551931,0
06/27/2024,23:00,545.37,546.96,544.61,546.37,35041548,0
06/28/2024,23:00,547.16,550.28,542.95,544.22,76146572,0
07/01/2024,23:00,545.63,545.88,542.52,545.34,40298908,0
07/02/2024,23:00,543.70,549.01,543.65,549.01,40435739,0
07/03/2024,23:00,548.69,551.83,548.65,551.46,32792165,0
07/05/2024,23:00,551.77,555.05,551.12,554.64,41489284,0
07/08/2024,23:00,555.44,556.25,554.19,555.28,36111750,0
07/09/2024,23:00,556.26,557.18,555.52,555.82,27314162,0
07/10/2024,23:00,557.07,561.67,556.77,561.32,38701595,0
07/11/2024,23:00,561.44,562.33,555.83,556.48,53054237,0
07/12/2024,23:00,557.63,563.67,557.15,559.99,53087862,0
07/15/2024,23:00,562.03,564.84,559.63,561.53,40584865,0
07/16/2024,23:00,562.87,565.16,562.10,564.86,36476691,0
07/17/2024,23:00,558.80,560.51,556.61,556.94,57119135,0
07/18/2024,23:00,558.51,559.52,550.43,552.66,56462619,0
07/19/2024,23:00,552.42,554.08,547.91,548.99,65511216,0
07/22/2024,23:00,553.00,555.27,551.02,554.65,43346906,0
07/23/2024,23:00,554.54,556.74,553.28,553.78,34440913,0
07/24/2024,23:00,548.86,549.17,540.29,541.23,74519177,0
07/25/2024,23:00,541.35,547.46,537.45,538.41,61158836,0
07/26/2024,23:00,542.28,547.19,541.49,544.44,53764430,0
07/29/2024,23:00,546.02,547.05,542.72,544.76,39519076,0
07/30/2024,23:00,546.26,547.34,538.52,542.00,46854067,0
07/31/2024,23:00,548.98,553.50,547.58,550.81,65663559,0
08/01/2024,23:00,552.57,554.87,539.43,543.01,76430040,0
08/02/2024,23:00,535.75,536.99,528.60,532.90,82847936,0
08/05/2024,23:00,511.64,523.58,510.27,517.38,146269527,0
08/06/2024,23:00,519.22,529.75,517.87,522.15,84829353,0
08/07/2024,23:00,528.47,531.59,518.05,518.66,70698917,0
08/08/2024,23:00,523.91,531.29,521.84,530.65,63276604,0
08/09/2024,23:00,529.81,534.51,528.56,532.99,45622644,0
08/12/2024,23:00,534.21,535.73,530.95,533.27,42543210,0
08/13/2024,23:00,536.53,542.28,536.28,542.04,52333266,0
08/14/2024,23:00,542.85,544.96,540.12,543.75,42447887,0
08/15/2024,23:00,549.50,553.36,548.88,553.07,60846908,0
08/16/2024,23:00,551.42,555.02,551.26,554.31,44430954,0
08/19/2024,23:00,554.73,559.61,553.86,559.61,39122273,0
08/20/2024,23:00,559.15,560.84,557.33,558.70,33732840,0
08/21/2024,23:00,559.77,562.11,557.99,560.62,41514800,0
08/22/2024,23:00,562.56,563.18,554.98,556.22,56122139,0
08/23/2024,23:00,559.53,563.09,557.29,562.13,50639824,0
08/26/2024,23:00,563.18,563.91,559.05,560.79,35789352,0
08/27/2024,23:00,559.49,562.06,558.32,561.56,32694522,0
08/28/2024,23:00,561.21,561.65,555.04,558.30,41067300,0
08/29/2024,23:00,560.31,563.68,557.18,558.35,38715204,0
08/30/2024,23:00,560.77,564.20,557.14,563.68,62701045,0
09/03/2024,23:00,560.47,560.81,549.51,552.08,60601675,0
09/04/2024,23:00,550.20,554.43,549.46,550.95,47225409,0
09/05/2024,23:00,550.89,553.80,547.10,549.61,44266064,0
09/06/2024,23:00,549.94,551.60,539.44,540.36,68497052,0
09/09/2024,23:00,544.65,547.71,542.68,546.41,40446465,0
09/10/2024,23:00,548.36,549.15,543.38,548.79,36395286,0
09/11/2024,23:00,548.70,555.36,539.96,554.42,75250081,0
09/12/2024,23:00,555.01,559.40,552.74,559.09,51893795,0
09/13/2024,23:00,559.71,563.03,559.45,562.01,39310680,0
09/16/2024,23:00,561.74,563.11,559.90,562.84,36658281,0
09/17/2024,23:00,565.10,566.58,560.80,563.07,49321054,0
09/18/2024,23:00,563.74,568.69,560.83,561.40,59047596,0
09/19/2024,23:00,571.01,572.88,568.08,570.98,75316519,0
09/20/2024,23:00,567.84,569.31,565.17,568.25,77503291,0
09/23/2024,23:00,569.34,570.33,568.10,569.67,44117690,0
09/24/2024,23:00,570.48,571.36,567.60,571.30,46807023,0
09/25/2024,23:00,571.14,571.89,568.91,570.04,38430538,0
09/26/2024,23:00,574.38,574.71,569.90,572.30,48336799,0
09/27/2024,23:00,573.39,574.22,570.42,571.47,42101900,0
09/30/2024,23:00,570.42,574.38,568.08,573.76,63657121,0
10/01/2024,23:00,573.40,574.06,566.00,568.62,72669036,0
10/02/2024,23:00,567.71,569.90,565.27,568.86,38100041,0
10/03/2024,23:00,567.36,569.80,565.49,567.82,40846617,0
10/04/2024,23:00,572.35,573.36,568.10,572.98,43007792,0
10/07/2024,23:00,571.30,571.96,566.63,567.80,49965231,0
10/08/2024,23:00,570.42,573.78,569.53,573.17,37399415,0
10/09/2024,23:00,573.16,577.71,572.55,577.14,37912603,0
10/10/2024,23:00,575.77,577.58,574.49,576.13,44140563,0
10/11/2024,23:00,576.05,580.33,575.91,579.58,42272053,0
10/14/2024,23:00,581.22,585.27,580.73,584.32,36217309,0
10/15/2024,23:00,584.59,584.90,578.55,579.78,54204072,0
10/16/2024,23:00,579.78,582.83,578.96,582.30,30727393,0
10/17/2024,23:00,585.91,586.12,582.16,582.35,34395476,0
10/18/2024,23:00,584.07,585.39,582.58,584.59,37416985,0
10/21/2024,23:00,583.85,584.85,580.60,583.63,36440157,0
10/22/2024,23:00,581.05,584.50,580.38,583.32,34184781,0
10/23/2024,23:00,581.26,581.71,574.42,577.99,49319829,0
10/24/2024,23:00,579.98,580.06,576.57,579.24,34980199,0
10/25/2024,23:00,581.51,584.46,578.08,579.04,47269488,0
10/28/2024,23:00,582.58,582.71,580.52,580.83,30176789,0
10/29/2024,23:00,579.85,582.91,578.43,581.77,42899784,0
10/30/2024,23:00,581.29,583.32,579.29,580.01,41437215,0
10/31/2024,23:00,575.56,575.63,568.44,568.64,60182648,0
11/01/2024,23:00,571.32,575.55,570.62,571.04,45668452,0
11/04/2024,23:00,571.18,572.50,567.89,569.81,38217618,0
11/05/2024,23:00,570.74,576.74,570.52,576.70,39483650,0
11/06/2024,23:00,589.20,591.93,585.39,591.04,68185119,0
11/07/2024,23:00,593.08,596.65,593.00,595.61,47233390,0
11/08/2024,23:00,596.17,599.64,596.17,598.19,46446560,0
11/11/2024,23:00,599.81,600.17,597.00,598.76,37588013,0
11/12/2024,23:00,598.68,599.29,594.37,596.90,43010932,0
11/13/2024,23:00,597.37,599.23,594.96,597.19,47389426,0
11/14/2024,23:00,597.32,597.81,592.65,593.35,38908641,0
11/15/2024,23:00,589.72,590.20,583.86,585.75,75991327,0
11/18/2024,23:00,586.22,589.49,585.34,588.15,37090050,0
11/19/2024,23:00,584.71,591.05,584.03,590.30,49412393,0
11/20/2024,23:00,590.38,590.79,584.63,590.50,50033844,0
11/21/2024,23:00,593.40,595.12,587.45,593.67,46750847,0
11/22/2024,23:00,593.66,596.15,593.15,595.51,38226743,0
11/25/2024,23:00,599.52,600.86,595.20,597.53,42441650,0
11/26/2024,23:00,598.80,601.33,598.07,600.65,45621632,0
11/27/2024,23:00,600.46,600.85,597.28,598.83,34001472,0
11/29/2024,23:00,599.66,603.35,599.38,602.55,30186192,0
12/02/2024,23:00,602.97,604.32,602.47,603.63,31746026,0
12/03/2024,23:00,603.39,604.16,602.34,603.91,26907602,0
12/04/2024,23:00,605.63,607.91,604.95,607.66,42787954,0
12/05/2024,23:00,607.66,608.48,606.31,606.66,28769926,0
12/06/2024,23:00,607.44,609.07,607.02,607.81,31242527,0
12/09/2024,23:00,607.69,607.86,604.08,604.68,34743058,0
12/10/2024,23:00,605.37,605.80,602.13,602.80,37234858,0
12/11/2024,23:00,605.78,608.44,605.50,607.46,28678190,0
12/12/2024,23:00,606.58,607.16,604.33,604.33,31544259,0
12/13/2024,23:00,606.40,607.13,602.81,604.21,35905600,0
12/16/2024,23:00,606.00,607.78,605.21,606.79,43696176,0
12/17/2024,23:00,604.19,605.17,602.89,604.29,55773599,0
12/18/2024,23:00,603.98,606.41,585.89,586.28,108249957,0
12/19/2024,23:00,591.36,593.00,585.85,586.10,85920160,0
12/20/2024,23:00,581.77,595.75,580.91,591.15,125719646,0
12/23/2024,23:00,590.89,595.30,587.66,594.69,57636281,0
12/24/2024,23:00,596.06,601.34,595.47,601.30,33170136,0
12/26/2024,23:00,599.50,602.48,598.08,601.34,41339655,0
12/27/2024,23:00,597.54,597.78,590.76,595.01,64973254,0
12/30/2024,23:00,587.89,591.74,584.41,588.22,56579118,0
12/31/2024,23:00,589.91,590.64,584.42,586.08,58465718,0
01/02/2025,23:00,589.39,591.13,580.50,584.64,50204552,0
01/03/2025,23:00,587.53,592.60,586.43,591.95,37888967,0
01/06/2025,23:00,596.27,599.70,593.60,595.36,47680059,0
01/07/2025,23:00,597.42,597.75,586.78,588.63,60396351,0
01/08/2025,23:00,588.70,590.58,585.20,589.49,47305798,0
01/10/2025,23:00,585.88,585.95,578.55,580.49,73109030,0
